id,nombre,especie,id_comuna,peso_kg,edad,fecha_nacimiento
522,Zayden,Serpiente pitón,319,57.6,56,1967/3
523,Iver,Araña,313,0.00438,83,1941/7
524,Abby,Pez dorado,309,0.088,29,1994/1
525,Merrie,Araña,55,0.00315,93,1931/11
526,Kennth,Canguro,27,46.0,9,2015/7
527,Donal,Canguro,152,36.5,60,1963/1
528,Areli,Perro,89,30.0,93,1930/3
529,Harmony,Camello,79,594.0,27,1997/12
530,Rosalia,Raya,273,118.0,84,1940/11
531,Arnoldo,Burro,19,164.0,7,2017/8
532,Dexter,Erizo de tierra,221,0.435,49,1975/6
533,Charlotte,Narval,197,1875.0,58,1965/1
534,Debroah,Pez globo,109,1.21,34,1989/1
535,Kristie,Wombat,213,37.5,61,1962/4
536,Howard,Antílope,223,140.0,94,1930/5
537,Wilhelm,Iguana,223,6.8,26,1998/9
538,Blanchie,Pez globo,76,0.5,82,1942/11
539,Effa,Pez león,256,1.34,104,1920/5
540,Kody,Gato,312,4.84,23,2001/10
541,Rory,Numbat,224,0.54,85,1939/12
542,Dorman,Pingüino,230,8.1,74,1950/12
543,Darby,Tapir,78,282.5,37,1987/7
544,Caiden,Estrella espinosa,208,0.194,88,1935/4
545,Corrine,Pato,254,1.44,85,1938/3
546,Stephan,Aye-aye,35,1.88,27,1997/11
547,Thelma,Saltamontes,49,0.00068,21,2003/9
548,Karyl,Cebra,85,274.5,80,1944/10
549,Zaire,Escarabajo,195,0.0224,69,1955/6
550,Cato,Pez león,51,0.54,95,1929/11
551,Danica,Delfín nariz de botella,238,180.0,38,1986/6
552,Simona,Cebra,24,621.0,31,1992/2
553,Jeryl,Erizo de mar,256,0.535,60,1964/5
554,Matthias,Bisonte,114,656.0,71,1953/8
555,Katelin,Esturión,252,73.5,12,2012/5
556,Meryl,Pez cirujano,278,0.725,46,1978/11
557,Ardell,Camarón,68,0.013,100,1924/5
558,Isidore,Caballito de mar,30,0.00136,11,2013/11
559,Mckenzie,Antílope saiga,87,73.0,27,1996/4
560,Toni,Panda,333,129.0,3,2021/5
561,Jarrell,Ballena piloto,255,10800.0,71,1953/9
562,Bobbie,Gorila,75,201.6,20,2004/12
563,Eva,Oso negro,85,244.8,62,1962/6
564,Madison,Suricata,242,2.01,1,2023/5
565,Curley,Barracuda,312,3.0,101,1922/1
566,Littie,Pez sierra,275,345.0,28,1996/11
567,Guadalupe,Pato,88,1.095,17,2006/1
568,Marlin,Pez dorado,183,0.131,69,1955/11
569,Levi,Berrendo,64,57.6,73,1951/8
570,Faron,Morsa,5,747.0,92,1932/10
571,Aurelia,Caracol de mar,285,0.059,23,2001/5
572,Khalilah,Pulpo de anillos azules,325,1.1,54,1970/12
573,Daren,Atún,197,192.5,103,1920/1
574,Derald,Ñeque,116,104.3,100,1924/11
575,Willy,Pangolín,20,11.4,87,1936/1
576,Halbert,Ciempiés gigante,194,0.083,80,1944/11
577,Bennie,Pez mariposa,20,0.125,68,1956/11
578,Kalene,Bisonte,100,624.0,56,1968/6
579,Tyrique,Ñu,229,177.6,60,1963/1
580,Miranda,Antílope,226,110.0,85,1939/11
581,Hardy,Estrella espinosa,48,0.264,23,2000/4
582,Gabrielle,Oryx,26,81.0,87,1937/5
583,Hosea,Camarón,97,0.0119,86,1938/12
584,Anneliese,Tortuga de orejas rojas,154,0.415,3,2021/6
585,Azzie,Águila,317,4.44,49,1975/11
586,Stuart,Escarabajo rinoceronte,276,0.11,44,1980/7
587,Caro,Renacuajo,151,0.00103,41,1983/8
588,Paul,Nutria gigante,306,32.4,65,1959/11
589,Lucindy,Salamandra,239,0.128,32,1991/4
590,Garry,Atún,254,127.5,17,2007/7
591,Mireya,Pavo real,55,4.1,3,2021/11
592,Marleen,Estrella de mar,78,0.12,73,1951/12
593,Adamaris,Alpaca,289,82.55,35,1989/6
594,Nautica,Guepardo,159,31.8,11,2013/11
595,Denisse,Gamba,139,0.0282,84,1939/2
596,Ulysses,Caracol de tierra,68,0.0091,78,1945/1
597,Alexandria,Estrella espinosa,16,0.282,14,2010/9
598,Cassondra,Serpiente pitón,281,90.0,84,1940/5
599,Ann,Suricata,5,1.38,58,1965/3
600,Kobe,Pez sierra,273,414.0,40,1984/9
601,Milagros,Escarabajo ciervo,178,0.0222,88,1936/9
602,Nery,Lémur,212,2.02,63,1960/3
603,Lon,Bagre,201,2.4,82,1941/2
604,Darren,Foca,41,72.8,60,1963/1
605,Tilden,Pez dorado,23,0.056,93,1931/10
606,Maryanne,Pato,293,1.35,70,1954/8
607,Prentice,Petauro del azúcar,182,0.1845,96,1928/11
608,Triston,Comadreja,293,0.264,44,1980/7
609,Audriana,Tarántula,89,0.146,55,1969/10
610,Jeremiah,Cebra,290,522.0,33,1991/12
611,Romeo,Tarántula Goliat,212,0.11,2,2022/9
612,Marjorie,Cangrejo de río,177,0.52,53,1970/1
613,Gerard,Manatí,280,224.0,45,1979/11
614,Ally,Ocelote,18,7.2,87,1937/6
615,Rosco,Caracol de mar,185,0.0655,59,1965/8
616,Virgel,Cabra,179,66.6,41,1983/6
617,Einar,Puercoespín,314,5.2,89,1935/12
618,Denzel,Lémur,17,1.14,13,2011/8
619,Aditya,Tapir,56,315.0,12,2012/5
620,Savion,Luciérnaga,21,7e-05,70,1954/6
621,Janiah,Morsa,183,1089.0,91,1933/6
622,Reina,Llama,18,100.5,23,2000/1
623,Galilea,Cerdo,53,90.2,50,1974/8
624,Tess,Guepardo,100,80.4,91,1933/5
625,Matias,Gecko,168,0.119,63,1961/8
626,Georgianna,Leopardo marino,1,589.5,42,1981/2
627,Arabella,Pulpo de anillos azules,219,2.92,2,2021/3
628,Jorja,Tiburón blanco,226,1504.0,21,2003/11
629,Jedediah,Delfín,80,130.0,66,1958/5
630,Eudora,Esturión,6,47.0,45,1978/3
631,Audrey,Gorila,49,111.6,9,2014/2
632,Irva,Camarón,140,0.012,67,1957/12
633,Talmage,Numbat,297,0.308,17,2006/1
634,Mohamed,Estrella espinosa,304,0.108,89,1934/4
635,Evelyne,Escarabajo rinoceronte,275,0.119,0,2023/2
636,Andreas,Canario,322,0.0276,32,1992/9
637,Joan,Lagarto,112,0.35,48,1976/9
638,Cordelia,Tiburón,271,320.0,80,1944/12
639,Hunter,Gorila,234,262.8,40,1984/10
640,Shamar,Suricata,251,2.205,38,1986/10
641,Rico,Zarigüeya,192,1.065,38,1985/3
642,Loney,Lagarto,92,0.725,6,2018/8
643,Genoveva,Tiburón,234,670.0,92,1932/12
644,Hezekiah,Erizo de tierra,122,0.525,30,1993/3
645,Lisette,Guepardo,140,43.2,36,1988/12
646,Justin,Estrella frágil,79,0.066,76,1948/9
647,Zaire,Serpiente,209,2.31,69,1955/12
648,Andrae,Petauro del azúcar,10,0.144,65,1959/10
649,Patrice,Babosa,122,0.071,96,1928/12
650,Cayden,Ballena azul,119,109500.0,7,2017/9
651,Roswell,Hormiga reina,92,0.00093,42,1982/9
652,Howard,Morsa,241,612.0,101,1923/12
653,Benji,Rata,334,0.53,33,1990/3
654,Liane,Bagre,115,1.7,11,2012/4
655,Bette,Zarigüeya,5,1.245,67,1957/10
656,Shardae,Estrella frágil,91,0.076,39,1985/7
657,Yvonne,Ñeque,305,85.4,4,2020/5
658,Orelia,Carpa,12,3.72,46,1978/8
659,Aisha,Oso polar,101,229.5,4,2020/10
660,Porter,Cangrejo ermitaño,223,0.14,96,1928/12
661,Meghann,Cangrejo de río,294,0.675,8,2015/4
662,Joana,Anguila,169,4.0,94,1930/6
663,Shoji,Hormiga reina,299,0.00145,40,1983/1
664,Lenord,Caracol de agua dulce,28,0.0207,24,1999/1
665,Dena,Pez ángel,265,0.366,10,2014/8
666,Garner,Orca,325,5340.0,30,1993/4
667,Jasper,Murciélago,5,0.0279,92,1932/6
668,Chad,Jirafa,23,708.0,48,1976/8
669,Bowman,Salamandra gigante,145,0.69,73,1950/3
670,Ethan,León,203,266.0,73,1950/2
671,Leola,Salamandra,289,0.121,15,2009/5
672,Kendell,Pulpo de anillos azules,317,2.4,29,1995/10
673,Claudio,Estrella de mar,82,0.296,98,1925/1
674,Maribeth,Escarabajo Hércules,125,0.1,54,1969/4
675,Loree,Estrella frágil,220,0.1,79,1945/10
676,Maximillian,Raya,336,100.0,25,1999/12
677,Tempie,Canario,243,0.0244,103,1921/7
678,Monnie,Burro,58,150.0,92,1932/11
679,Braeden,Gallina,180,1.825,80,1943/4
680,Gideon,Ciervo,8,199.8,95,1929/11
681,Emely,Medusa,243,1.26,5,2019/10
682,Sally,Estrella de mar,168,0.67,73,1951/9
683,Lella,Cebra,110,522.0,44,1980/12
684,Timmy,Caballito de mar,329,0.0315,83,1940/4
685,Christen,Camarón,93,0.0131,87,1937/5
686,Stephan,Tapir,105,332.5,36,1987/4
687,Geoffrey,Bagre,141,1.36,15,2009/9
688,Brittny,Caracol de tierra,3,0.0119,10,2013/3
689,Regenia,Salamandra,316,0.149,54,1970/7
690,Gauge,Ciervo de cola blanca,327,128.0,9,2014/2
691,Jairo,Salamandra gigante,167,1.48,65,1958/1
692,Alvera,Burro,200,182.0,74,1950/11
693,Jerilynn,Erizo de mar,128,0.33,53,1971/9
694,Allyn,Oso polar,226,634.5,99,1925/11
695,Dasia,Cebra,26,652.5,3,2021/11
696,Kimberli,Mosquito,82,0.0,75,1949/6
697,Theola,Medusa,213,1.39,27,1997/8
698,Maria,Camarón,28,0.0075,31,1993/11
699,Simona,Tortuga marina,93,288.0,12,2011/1
700,Cadence,Avestruz,258,204.0,17,2007/5
701,Ossie,Tortuga marina,250,266.0,27,1997/10
702,Brandin,Serpiente,307,5.145,31,1993/11
703,Alwilda,Hormiga reina,89,0.00068,82,1941/2
704,Irwin,Serpiente,243,1.89,84,1940/12
705,Emelie,Gamba,256,0.0164,87,1936/2
706,Taurean,Ciervo,277,171.0,70,1954/12
707,Luda,Medusa,25,0.51,85,1938/3
708,Khalid,Cisne,193,7.6,25,1999/6
709,Arturo,Dorado,146,14.4,27,1997/11
710,Dedrick,Caracol de jardín,144,0.14,89,1935/5
711,Arnetta,Caballito de mar,17,0.0315,19,2005/12
712,Betsey,Carpa,96,5.8,3,2021/11
713,Darrion,Mariposa monarca,175,0.0016,93,1930/3
714,Adolphus,Carpa,2,2.84,90,1933/4
715,Lucas,Pato,157,1.725,64,1960/7
716,Bailey,Rana,118,0.33,40,1984/10
717,Honora,Pingüino,154,15.0,56,1967/2
718,Deidra,Pez halcón,156,0.465,5,2019/8
719,Algot,Canario,195,0.0124,40,1984/5
720,Duard,Canguro,74,44.5,73,1951/9
721,Toby,Castor,176,15.5,83,1941/6
722,Tawanna,Panda,3,53.0,7,2016/4
723,Kendell,Mariposa monarca,161,0.00108,41,1983/10
724,Rosetta,Pez halcón,113,0.31,72,1952/11
725,Loreen,Hormiga reina,314,0.00061,55,1969/11
726,Carsen,Pez sierra,25,297.0,68,1956/5
727,Guillermo,Mariposa monarca,126,0.00146,37,1987/6
728,Ardell,Ciervo almizclero,225,96.8,90,1934/8
729,Vincenza,Escorpión,213,0.0395,85,1939/9
730,Milagros,Lobo,67,40.5,22,2002/10
731,Adria,Erizo de mar,271,0.46,85,1938/3
732,Edwina,Tortuga de orejas rojas,287,0.52,18,2005/3
733,Maurice,Zorro,233,4.56,9,2014/4
734,Arabella,Libélula,234,0.00266,88,1936/10
735,Reina,Aye-aye,222,2.26,59,1965/12
736,Brown,Armadillo gigante,324,33.0,82,1942/12
737,Imelda,Manatí de tierra,58,283.5,5,2018/1
738,Zilpah,Esturión,4,67.5,34,1989/4
739,Ardelle,Canario,133,0.0118,84,1939/2
740,Jaquez,Caracol marino,161,0.072,53,1971/11
741,Burleigh,Comadreja,16,0.154,81,1942/3
742,Lola,Petauro del azúcar,124,0.1785,27,1996/2
743,Euna,Pez globo,29,0.55,49,1975/5
744,Fidelia,Araña cangrejo,292,0.0238,63,1961/7
745,Liane,Delfín nariz de botella,138,168.0,64,1960/6
746,Keira,Langostino,313,0.134,2,2021/4
747,Rae,Camarón,169,0.0125,23,2000/4
748,Ladarius,Delfín nariz de botella,14,236.0,53,1971/8
749,Brianne,Mosca,146,0.00012,86,1938/11
750,Almina,Libélula,61,0.00198,17,2007/10
751,Katelyn,Libélula,216,0.00106,44,1980/10
752,Sonja,Aye-aye,93,1.82,44,1979/1
753,Barbra,Koala,66,11.06,98,1926/8
754,Melville,Conejo,183,2.45,57,1967/12
755,Georgine,Rana,68,0.219,20,2004/9
756,Makenzie,Ñu,307,156.0,42,1981/3
757,Ephraim,Tortuga,156,5.44,58,1966/8
758,Jakobe,Salamandra gigante,195,0.83,10,2014/6
759,Dondre,Cangrejo de río,61,0.55,25,1999/12
760,Thea,Gacela,244,40.5,54,1969/3
761,Brogan,Cocodrilo del Nilo,225,750.0,36,1988/7
762,Pollie,Piraña,257,1.03,53,1971/7
763,Felipe,Pez halcón,126,0.435,97,1926/1
764,Odell,Pez ángel,287,0.315,10,2014/8
765,Enrique,Tigre,122,226.6,57,1966/3
766,Elon,Jirafa,56,672.0,101,1922/1
767,Roderick,Erizo de mar,299,0.64,85,1938/3
768,Nathan,Rana,21,0.327,30,1993/4
769,Cielo,Erizo de tierra,262,0.42,74,1949/1
770,Elenor,Ciempiés gigante,97,0.05,62,1962/11
771,Chante,Pez sierra,271,273.0,67,1956/4
772,Hailee,Wallaby,234,24.6,98,1926/12
773,Deanne,Canario,154,0.023,103,1920/1
774,Shena,Delfín,304,296.0,28,1996/10
775,Effa,Wombat,75,33.6,66,1958/9
776,Marni,Búho,19,0.93,39,1984/4
777,Loree,Estrella de mar,223,0.258,27,1997/8
778,Grant,Luciérnaga,51,3e-05,37,1987/6
779,Hailie,Pez sierra,131,207.0,94,1930/8
780,Marius,Zorro volador,301,0.415,38,1985/3
781,Ardis,Langosta,287,0.27,15,2009/9
782,Anfernee,Caracol de jardín,141,0.143,34,1990/7
783,Sharman,Murciélago,264,0.0327,69,1955/10
784,Lawrance,Raya,272,73.0,77,1947/9
785,Alysa,Delfín,241,182.0,8,2015/1
786,Juston,Serpiente,240,1.75,6,2017/3
787,Alaina,Mariposa Morpho,342,0.0192,70,1954/7
788,Mickey,Carpa,140,3.84,86,1938/9
789,Vincenzo,Libélula,221,0.00174,62,1962/8
790,Kenny,Caracol marino,69,0.06,18,2006/9
791,Louella,Ciervo,331,264.6,68,1956/5
792,Roxy,Canguro,277,59.5,69,1954/2
793,Allena,Petauro del azúcar,90,0.189,15,2008/3
794,Franc,Barracuda,23,7.5,71,1953/10
795,Mariam,Oryx,20,82.5,55,1969/8
796,Isom,Cangrejo de río,330,0.26,67,1957/10
797,Columbus,Puercoespín,191,6.8,41,1982/4
798,Collis,Leopardo marino,14,450.0,99,1925/7
799,Kyle,Ocelote,50,13.08,0,2023/2
800,Christina,Pez sierra,129,285.0,67,1956/2
801,Justyn,Babosa,140,0.0495,87,1937/5
802,Torry,Mariposa,3,0.0085,72,1952/11
803,Denese,Tejón,221,10.2,42,1982/6
804,Elbridge,Antílope,251,106.0,82,1942/10
805,Letta,Gato,66,3.16,47,1976/3
806,Adda,Berrendo,75,43.6,18,2005/4
807,Amina,Caracol de tierra,131,0.0067,51,1973/7
808,Azzie,Ciervo almizclero,203,107.2,54,1970/8
809,Otis,Cocodrilo del Nilo,338,475.0,61,1962/3
810,Effa,Ciempiés gigante,336,0.13,47,1976/4
811,Kaleigh,Rinoceronte,93,1564.0,37,1987/11
812,Prudence,Gallina,171,3.0,89,1935/9
813,Caitlyn,Nutria,76,6.45,69,1955/8
814,Katelynn,Antílope saiga,247,65.5,55,1969/12
815,Kaia,Gálago,60,0.053,43,1981/7
816,Jeraldine,Zarigüeya,91,2.145,18,2005/1
817,Efrem,Pez cirujano,74,0.365,98,1926/7
818,Grecia,Estrella frágil,176,0.086,81,1943/7
819,Trudie,Cangrejo yeti,113,6.5,31,1992/3
820,Cayla,Erizo de mar,54,0.71,96,1928/9
821,Mireya,Avestruz,262,117.0,74,1949/2
822,Denisha,Lémur,191,2.4,77,1946/3
823,Fleet,Tejón,73,6.0,43,1981/7
824,Mickey,Ballena azul,206,222000.0,69,1955/9
825,Jean,Cabra,41,37.8,39,1985/9
826,Tad,Cocodrilo de agua salada,117,710.0,5,2018/4
827,French,Tiburón,195,515.0,58,1965/4
828,Shaunna,Rana,69,0.195,76,1948/10
829,Halle,Langostino,256,0.168,67,1957/9
830,Valery,Pez sierra,334,384.0,59,1964/3
831,Rocky,Perro,143,32.25,67,1957/7
832,Jaime,Llama,232,138.0,79,1945/5
833,Jajuan,Lémur,104,1.66,101,1922/1
834,Lovell,Cocodrilo del Nilo,71,415.0,49,1974/3
835,Anita,Erizo de tierra,132,0.26,97,1927/6
836,Zara,Tiburón martillo,309,336.0,102,1922/11
837,June,Caracol de agua dulce,222,0.0249,27,1997/11
838,Matie,Suricata,259,1.95,100,1924/12
839,Araminta,León,202,153.9,26,1998/10
840,Yulisa,León,185,148.2,80,1943/2
841,Emmer,Perro,255,19.25,100,1923/1
842,Mickey,Manatí de tierra,20,273.0,85,1938/2
843,Missie,Libélula,129,0.00158,1,2023/7
844,Corwin,Ciervo de cola blanca,128,220.0,99,1925/5
845,Briley,Cebra,170,360.0,65,1959/10
846,Kadin,Comadreja,301,0.108,4,2020/8
847,Darry,Estrella espinosa,13,0.224,71,1952/1
848,Linzy,Elefante marino,297,1088.0,77,1946/3
849,Gabe,Delfín,338,130.0,22,2002/5
850,Omarion,Ciervo,237,270.0,22,2002/12
851,Frona,Salmón,147,5.8,34,1990/12
852,Vance,Manta,3,570.0,50,1973/4
853,Dabney,Suricata,293,0.885,50,1974/8
854,Lura,Escorpión,79,0.028,59,1965/10
855,Virgil,Ñeque,289,54.6,77,1947/12
856,Cloe,Dorado,207,22.05,86,1937/1
857,Sky,Tiburón blanco,278,1216.0,69,1955/5
858,Syble,Escarabajo joya,235,0.0148,96,1928/9
859,Margeret,Pez loro,303,0.292,52,1971/2
860,Filomena,Gallina,43,1.4,11,2013/7
861,Amasa,Tiburón martillo,143,444.0,86,1937/2
862,Ishmael,Pulpo,216,5.15,18,2005/3
863,Kiley,Koala,191,20.3,91,1932/4
864,Isiah,Araña,6,0.00255,49,1974/3
865,Ilah,Leopardo marino,72,504.0,52,1971/2
866,Thomas,Dorado,147,17.25,69,1955/8
867,Todd,Berrendo,302,21.2,45,1979/8
868,Melodee,Estrella de mar,268,0.405,13,2010/3
869,Wilhelmine,Tortuga de agua,39,33.5,87,1936/2
870,Dayse,Delfín,319,124.0,29,1995/9
871,Quincy,Armadillo,16,7.2,43,1981/8
872,Monty,Estrella espinosa,272,0.274,32,1992/10
873,Severt,Puercoespín,269,3.2,63,1960/2
874,Tyrone,Grillo,257,0.00168,80,1944/8
875,Derrell,Pez gato,35,2.3,25,1999/8
876,Epsie,Ocelote,253,13.68,87,1937/5
877,Murphy,Dingo,99,14.1,91,1933/8
878,Nevada,Wombat,35,36.6,91,1932/1
879,Vito,Erizo de tierra,189,0.555,37,1987/5
880,Kimora,Erizo,286,0.7,25,1999/11
881,Corliss,Pez loro,74,0.112,82,1941/3
882,Mai,Abeja,162,0.113,71,1952/2
883,Alonza,Zorro,89,4.2,14,2009/1
884,Therman,Escarabajo rinoceronte,104,0.0244,23,2000/4
885,Gretta,Cangrejo yeti,21,5.7,11,2013/8
886,Brycen,Nutria gigante,92,39.3,4,2019/2
887,Maceo,Mosca,53,0.00013,99,1925/9
888,Gladyce,Escarabajo rinoceronte,15,0.132,28,1996/7
889,Emmitt,Kanguro rojo,84,51.15,85,1939/7
890,Lorean,Pulpo,341,5.75,60,1963/3
891,Alcie,Mosquito,99,0.0,60,1964/5
892,Yosef,Nutria de río,60,14.0,57,1967/8
893,Leafy,Pez espada,213,74.0,101,1922/2
894,Elvia,Murciélago,178,0.0327,55,1968/1
895,Tobias,Hormiga,327,0.00127,17,2007/10
896,Ezra,Mariposa Morpho,178,0.0298,70,1954/9
897,Shanna,Tiburón blanco,275,1104.0,34,1989/2
898,Zeta,Conejo,253,2.575,72,1952/5
899,Dimple,Estrella de mar,333,0.292,74,1950/5
900,Judie,Pez ángel,178,0.411,84,1940/5
901,Bryce,Panda,332,115.0,57,1966/2
902,Allison,Cisne,8,6.6,86,1937/2
903,Dollye,Langosta,295,0.34,71,1953/5
904,Jaylynn,Medusa,28,0.86,10,2014/8
905,Azaria,Avestruz,60,195.0,20,2004/8
906,Jonathon,Águila calva,133,8.88,63,1961/9
907,Mazie,Caracol marino,266,0.0555,64,1960/7
908,Lute,Pez sierra,333,255.0,21,2002/2
909,Birtie,Oso negro,205,178.2,7,2017/12
910,Akeelah,Dingo,88,15.3,35,1988/2
911,Jens,Estrella de mar,129,0.164,54,1970/12
912,Karina,Tortuga,280,10.72,40,1984/11
913,Alysa,Tejón,39,7.2,78,1946/9
914,Lorrayne,Caracol de agua dulce,59,0.0381,10,2014/10
915,Cyntha,Oryx,122,133.5,23,2001/11
916,Samira,Cangrejo de río,116,0.275,77,1947/9
917,Kash,Caracol de tierra,208,0.0086,54,1970/11
918,Sunday,Langostino,78,0.262,70,1954/9
919,Cohen,Orangután,46,97.5,83,1941/8
920,Chanda,Caracol de tierra,301,0.0075,64,1960/11
921,Shafter,Rana,31,0.27,74,1950/9
922,Ellar,Llama,120,169.5,27,1997/8
923,Mari,Murciélago,87,0.0354,57,1967/8
924,Lyla,Berrendo,266,52.0,35,1988/3
925,Annika,Estrella espinosa,10,0.14,18,2005/1
926,Alysha,Tortuga de agua,215,31.0,10,2014/10
927,Marjorie,Lagarto,266,0.495,56,1968/12
928,Faron,Erizo de mar,178,0.47,12,2012/12
929,Kizzy,Pez loro,335,0.238,8,2016/12
930,Claire,Canario,111,0.0214,75,1948/4
931,Nataly,Conejo,290,2.275,63,1961/8
932,Charissa,Gecko,262,0.143,32,1992/9
933,Eulah,Ciervo,185,147.6,2,2022/11
934,Nancy,Cangrejo de río,12,0.52,50,1974/10
935,Ramiro,Langostino,257,0.194,11,2013/12
936,Alicia,Aye-aye,288,2.68,83,1941/12
937,Mitchell,Ñandú,219,27.75,5,2019/11
938,Althea,Guepardo,96,83.4,40,1984/7
939,Armond,Delfín,169,216.0,22,2002/7
940,Gilberto,Camarón,56,0.0062,90,1934/9
941,Lola,Erizo de mar,286,0.645,14,2009/4
942,Rubie,Gorila,220,153.0,59,1964/2
943,Lawrance,Rinoceronte,267,2944.0,104,1920/9
944,Precious,Caballo,292,275.0,15,2009/12
945,Algot,Estrella frágil,26,0.119,32,1991/2
946,Shelby,Cocodrilo,335,515.0,22,2002/9
947,Darcy,Ballena azul,279,186000.0,45,1979/7
948,Gigi,Barracuda,284,5.7,58,1966/7
949,Arielle,Leopardo marino,177,369.0,5,2019/10
950,Stephany,Pez cirujano,313,0.3,24,2000/7
951,Janis,Erizo de tierra,5,0.645,99,1925/6
952,Earlean,Trucha,191,1.13,77,1947/5
953,Kimberely,Libélula,247,0.00286,67,1957/7
954,Marlys,Petauro del azúcar,317,0.123,66,1957/1
955,Wilford,Foca,8,60.8,54,1969/4
956,Lyn,Elefante marino,146,2320.0,95,1929/12
957,Gee,Pangolín,279,12.48,24,2000/6
958,Golda,Lince,152,12.0,49,1975/8
959,Zayne,Pez león,43,0.57,104,1920/10
960,Jones,Hipopótamo,336,1335.0,94,1929/2
961,Deb,Gacela,134,31.5,3,2020/2
962,Carlyn,Morsa,147,990.0,15,2009/7
963,Jaylene,Tortuga de tierra,289,74.0,1,2023/10
964,Mayo,Cangrejo ermitaño,197,0.114,63,1961/5
965,Lois,Ciervo,32,118.8,69,1954/1
966,Derick,Pingüino,53,9.6,28,1996/10
967,Anson,Rinoceronte,32,1771.0,84,1940/12
968,Ezekiel,Pez loro,341,0.152,96,1927/3
969,Kaylynn,Salmón,317,14.5,12,2011/4
970,Marques,Mosca,72,0.00011,19,2005/7
971,Trayvon,Abeja,10,0.102,104,1920/12
972,Tabitha,Gacela,286,47.5,89,1934/2
973,Amiyah,Pangolín,329,15.84,58,1965/4
974,Shanon,Cisne,198,8.2,37,1987/5
975,Florance,Gacela de Thomson,171,22.5,80,1944/8
976,Vena,Nutria de río,182,5.5,33,1991/5
977,Vannie,Barracuda,162,4.1,81,1943/6
978,Debrah,Estrella espinosa,149,0.28,39,1985/11
979,Guy,Erizo,225,0.8,6,2017/1
980,Justyn,Caballito de mar,101,0.001,81,1943/9
981,Sharla,Ñu,143,126.0,86,1938/9
982,Lise,Pez espada,288,68.0,2,2021/1
983,Claud,Pez globo,260,1.22,37,1987/10
984,Jerrilyn,Rana,225,0.327,93,1930/2
985,Lindy,Erizo de tierra,48,0.28,51,1973/7
986,Cathie,Mosquito,306,0.0,77,1946/2
987,Tammi,Erizo de mar,30,0.26,24,1999/3
988,Stephania,Ñu,98,180.0,24,1999/2
989,Reyna,Bisonte,149,432.0,84,1940/8
990,Torrance,Tejón,171,17.04,36,1987/1
991,Lilah,Colibrí,127,0.00192,19,2005/10
992,Chuck,Ñandú,238,37.5,61,1962/2
993,Jose,Kanguro rojo,139,51.7,81,1942/3
994,Imelda,Erizo de tierra,150,0.31,66,1958/8
995,Minnie,Serpiente pitón,164,80.4,90,1934/11
996,Shelbie,Gálago,253,0.073,53,1971/10
997,Deward,Pez loro,290,0.222,42,1982/7
998,Tangela,Pez globo,35,0.55,43,1981/5
999,Curley,Estrella espinosa,17,0.132,8,2016/9
1000,Dulce,Coati,125,7.38,32,1992/9
1001,Scotty,Bagre,266,2.48,47,1977/9
1002,Tyrell,Oso polar,133,648.0,87,1936/4
1003,Destinee,Piraña,270,0.66,89,1935/8
1004,Iza,Dorado,235,9.9,2,2021/3
1005,Ambrose,Erizo de tierra,255,0.3,98,1925/4
1006,Winter,Foca,20,96.8,89,1934/2
1007,Earlean,Erizo de mar,210,0.29,38,1986/6
1008,Alford,Salamandra gigante,77,1.46,33,1990/3
1009,Algernon,Alpaca,87,65.65,19,2005/7
1010,Hudson,Tejón,291,16.44,70,1953/4
1011,Hampton,Tiburón blanco,39,1072.0,72,1952/7
1012,Lavona,Ñu,246,169.2,86,1937/3
1013,Preston,Escarabajo ciervo,72,0.0144,46,1977/4
1014,Julio,Ñandú,264,27.0,58,1966/5
1015,Ramiro,Hormiga,188,0.0014,16,2007/4
1016,Erlene,Atún,57,145.0,86,1938/5
1017,Sammie,Avestruz,154,225.0,77,1946/4
1018,May,Rana,194,0.252,95,1928/4
1019,Verner,Pez cirujano,158,0.69,8,2015/4
1020,Pearlie,Jirafa,156,1284.0,99,1925/12
1021,Gilda,Cocodrilo de agua salada,15,830.0,7,2017/12
1022,Sharonda,Erizo de tierra,325,0.565,53,1970/4
1023,Arland,Pez cirujano,31,0.425,35,1988/3
1024,Trey,Morsa,211,873.0,41,1983/5
1025,May,Escorpión,103,0.0265,73,1951/5
1026,Rochelle,Elefante,322,2550.0,31,1993/8
1027,Fredrick,Pulpo,323,6.3,52,1972/12
1028,Marjorie,Babosa,48,0.068,64,1959/4
1029,Golden,Zorro,270,6.78,28,1995/1
1030,Conor,Gálago,326,0.106,86,1937/3
1031,Rachael,Iguana,83,3.8,31,1993/7
1032,Arlo,Ciervo almizclero,152,85.6,90,1933/3
1033,Jermain,Medusa,336,0.96,47,1976/1
1034,Sally,Estrella de mar,188,0.47,41,1983/9
1035,Roswell,Zorro volador,23,0.605,77,1947/10
1036,Jazmin,Koala,220,8.82,44,1979/3
1037,Theodis,Cangrejo de río,325,0.63,103,1921/6
1038,Darin,Pez loro,216,0.118,19,2005/8
1039,Brandi,Nutria marina,318,48.15,34,1989/3
1040,Lourdes,Suricata,10,1.095,14,2009/3
1041,Marolyn,Manatí de tierra,142,185.5,52,1972/9
1042,Paityn,Pez león,210,0.74,17,2007/6
1043,Curt,Pez globo,58,0.51,2,2022/12
